derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,income,applicant_age
Ethnicity Not Available,Race Not Available,Male,1,405000,2.875,435000,87,45-54
Hispanic or Latino,American Indian or Alaska Native,Female,1,385000,3.625,365000,95,35-44
Not Hispanic or Latino,White,Female,1,315000,3.875,455000,83,45-54
Not Hispanic or Latino,Asian,Male,1,635000,3.75,845000,176,35-44
Not Hispanic or Latino,White,Joint,1,455000,3.75,655000,143,65-74
Not Hispanic or Latino,Asian,Joint,1,925000,3.25,1175000,248,25-34
Not Hispanic or Latino,Race Not Available,Joint,1,415000,3.75,515000,174,55-64
Not Hispanic or Latino,Asian,Joint,1,425000,3.625,525000,207,35-44
Not Hispanic or Latino,White,Female,1,465000,3.75,615000,140,35-44
Not Hispanic or Latino,White,Joint,1,675000,3.875,845000,256,25-34
Hispanic or Latino,American Indian or Alaska Native,Joint,1,275000,3.5,275000,121,45-54
Hispanic or Latino,White,Female,1,155000,3.5,255000,33,55-64
Not Hispanic or Latino,Asian,Male,1,305000,3.5,725000,61,25-34
Not Hispanic or Latino,White,Female,1,235000,3.875,255000,52,25-34
Not Hispanic or Latino,Black or African American,Joint,1,285000,3.5,285000,103,35-44
Not Hispanic or Latino,Black or African American,Joint,1,485000,3.5,515000,197,45-54
Not Hispanic or Latino,Joint,Joint,1,725000,3.625,905000,222,25-34
Not Hispanic or Latino,Asian,Joint,1,745000,3.5,735000,173,35-44
Joint,White,Joint,1,515000,3.875,645000,134,25-34
Not Hispanic or Latino,White,Male,3,825000,4.458762699,1105000,167,25-34
Not Hispanic or Latino,Asian,Joint,1,465000,3.5,465000,110,35-44
Not Hispanic or Latino,White,Male,1,215000,3.5,435000,66,35-44
Not Hispanic or Latino,White,Joint,1,305000,3.625,315000,96,65-74
Hispanic or Latino,White,Female,1,425000,3.625,475000,149,55-64
Hispanic or Latino,White,Female,3,125000,4.458762699,285000,116,45-54
Not Hispanic or Latino,White,Joint,1,345000,3.25,375000,172,25-34
Hispanic or Latino,Race Not Available,Female,1,365000,4.25,455000,157,45-54
Not Hispanic or Latino,Black or African American,Joint,1,545000,3.375,565000,135,25-34
Not Hispanic or Latino,Black or African American,Male,1,445000,3.99,475000,189,45-54
Ethnicity Not Available,American Indian or Alaska Native,Male,1,315000,3.625,325000,77,<25
Hispanic or Latino,White,Joint,1,325000,3.625,435000,86,35-44
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,605000,3.25,635000,97,25-34
Hispanic or Latino,White,Joint,1,315000,3.375,395000,91,35-44
Not Hispanic or Latino,Asian,Male,1,375000,2.99,975000,178,35-44
Ethnicity Not Available,Race Not Available,Joint,1,385000,3.99,485000,128,55-64
Hispanic or Latino,White,Joint,1,485000,3.99,525000,115,35-44
Ethnicity Not Available,Race Not Available,Female,1,485000,3.625,615000,101,35-44
Not Hispanic or Latino,White,Joint,1,415000,3.99,525000,133,25-34
Hispanic or Latino,White,Joint,1,435000,3.625,455000,85,45-54
Not Hispanic or Latino,Asian,Joint,1,295000,3.25,305000,150,25-34
Hispanic or Latino,White,Female,1,455000,3.75,605000,90,35-44
Not Hispanic or Latino,White,Female,1,345000,3.625,435000,140,55-64
Not Hispanic or Latino,Asian,Male,1,695000,3.625,865000,147,25-34
Not Hispanic or Latino,White,Male,1,375000,4.375,455000,113,35-44
Joint,Joint,Joint,1,415000,3.625,425000,123,25-34
Not Hispanic or Latino,Joint,Joint,1,315000,3.625,405000,104,35-44
Not Hispanic or Latino,White,Joint,1,355000,3.75,755000,122,>74
Not Hispanic or Latino,Joint,Joint,1,285000,3.625,575000,88,65-74
Not Hispanic or Latino,Asian,Male,1,405000,3.75,505000,106,25-34
Joint,White,Joint,1,285000,3.625,355000,69,25-34
Not Hispanic or Latino,White,Male,1,415000,3.75,415000,85,35-44
Hispanic or Latino,White,Joint,1,365000,3.5,385000,122,35-44
Not Hispanic or Latino,White,Joint,1,325000,3.875,365000,117,35-44
Not Hispanic or Latino,Joint,Joint,1,385000,3.625,385000,109,25-34
Not Hispanic or Latino,White,Joint,1,315000,3.375,395000,73,>74
Not Hispanic or Latino,White,Female,3,645000,4.458762699,915000,136,55-64
Not Hispanic or Latino,Asian,Male,1,465000,3.375,575000,124,55-64
Hispanic or Latino,White,Male,1,395000,3.25,405000,79,35-44
Joint,Race Not Available,Male,1,275000,3.875,315000,124,35-44
Hispanic or Latino,White,Joint,1,395000,3.875,405000,85,45-54
Joint,White,Joint,1,455000,3.75,445000,89,25-34
Not Hispanic or Latino,White,Female,1,235000,3.99,245000,68,25-34
Not Hispanic or Latino,Asian,Female,1,445000,3.625,455000,90,25-34
Not Hispanic or Latino,Black or African American,Joint,1,435000,3.5,445000,99,55-64
Not Hispanic or Latino,Asian,Male,1,245000,3.99,265000,104,35-44
Not Hispanic or Latino,Black or African American,Female,1,295000,3.75,295000,61,55-64
Hispanic or Latino,Race Not Available,Female,1,395000,3.5,465000,104,35-44
Hispanic or Latino,White,Joint,1,305000,2.875,305000,83,25-34
Not Hispanic or Latino,White,Joint,1,445000,3.5,565000,174,55-64
Not Hispanic or Latino,Black or African American,Female,1,485000,3.875,615000,96,45-54
Not Hispanic or Latino,Asian,Female,1,465000,3.5,515000,144,45-54
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,1,425000,3.625,445000,130,25-34
Not Hispanic or Latino,Race Not Available,Male,1,485000,4.375,625000,193,35-44
Hispanic or Latino,White,Male,1,305000,3.75,325000,78,25-34
Not Hispanic or Latino,White,Male,1,325000,4,315000,80,35-44
Hispanic or Latino,Race Not Available,Female,1,365000,3.99,385000,56,25-34
Ethnicity Not Available,Race Not Available,Joint,1,365000,3.5,465000,104,35-44
Not Hispanic or Latino,White,Joint,1,135000,3.99,405000,123,65-74
Not Hispanic or Latino,Race Not Available,Female,1,355000,3.5,425000,92,35-44
Hispanic or Latino,Race Not Available,Joint,3,325000,4.458762699,335000,153,25-34
Not Hispanic or Latino,Asian,Joint,1,565000,3.875,585000,168,25-34
Not Hispanic or Latino,White,Joint,1,425000,3.875,445000,150,35-44
Not Hispanic or Latino,Black or African American,Joint,1,345000,3.99,435000,229,>74
Not Hispanic or Latino,White,Joint,1,135000,3.75,375000,57,65-74
Hispanic or Latino,White,Joint,1,315000,4.125,325000,101,25-34
Not Hispanic or Latino,Race Not Available,Male,1,525000,4,555000,192,35-44
Joint,Joint,Joint,1,495000,3.99,585000,129,25-34
Not Hispanic or Latino,Joint,Joint,1,305000,3.25,755000,133,35-44
Joint,White,Joint,1,405000,3.75,445000,123,25-34
Hispanic or Latino,Race Not Available,Female,1,485000,3.75,555000,156,35-44
Joint,White,Joint,1,355000,3.875,445000,100,25-34
Not Hispanic or Latino,Black or African American,Joint,1,485000,3.875,605000,163,45-54
Hispanic or Latino,White,Joint,1,395000,3.875,495000,146,35-44
Not Hispanic or Latino,White,Female,1,285000,3.99,315000,62,25-34
Hispanic or Latino,Race Not Available,Female,1,385000,3.625,475000,69,35-44
Not Hispanic or Latino,Asian,Joint,1,55000,4.5,585000,125,65-74
Ethnicity Not Available,Race Not Available,Male,1,315000,3.99,415000,94,65-74
Not Hispanic or Latino,White,Joint,1,405000,4,415000,118,25-34
Hispanic or Latino,Race Not Available,Male,1,485000,3.99,545000,139,45-54
Ethnicity Not Available,Race Not Available,Joint,1,585000,3.75,595000,178,55-64
Not Hispanic or Latino,White,Female,1,255000,3.99,355000,74,55-64
Not Hispanic or Latino,Asian,Female,1,405000,2.99,535000,116,45-54
Not Hispanic or Latino,Asian,Female,3,435000,4.458762699,455000,104,25-34
Not Hispanic or Latino,Black or African American,Male,1,415000,3.75,555000,86,55-64
Ethnicity Not Available,Race Not Available,Joint,1,485000,3.875,545000,212,45-54
Hispanic or Latino,Race Not Available,Male,1,215000,3.75,465000,96,35-44
Not Hispanic or Latino,Asian,Joint,1,635000,3.625,715000,166,45-54
Joint,White,Joint,1,235000,3.875,245000,77,<25
Not Hispanic or Latino,White,Joint,1,395000,3.75,405000,95,25-34
Hispanic or Latino,Race Not Available,Male,1,405000,3.875,475000,128,35-44
Not Hispanic or Latino,Asian,Male,1,305000,3.875,345000,189,35-44
Hispanic or Latino,White,Male,1,325000,3.125,335000,98,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,475000,3.75,535000,130,45-54
Not Hispanic or Latino,White,Joint,1,305000,3.25,385000,54,65-74
Hispanic or Latino,Race Not Available,Joint,1,185000,3.5,405000,82,55-64
Not Hispanic or Latino,White,Female,1,215000,4.318,365000,22,>74
Hispanic or Latino,White,Joint,1,385000,4,395000,0,25-34
Hispanic or Latino,Asian,Male,1,315000,4,325000,98,35-44
Hispanic or Latino,White,Female,1,305000,3.125,475000,85,45-54
Not Hispanic or Latino,Asian,Female,1,255000,3.375,365000,50,25-34
Joint,White,Joint,1,395000,3.375,395000,150,45-54
Not Hispanic or Latino,Black or African American,Male,1,625000,3.99,705000,171,45-54
Not Hispanic or Latino,Asian,Male,1,465000,3.375,465000,129,35-44
Not Hispanic or Latino,Asian,Male,1,225000,3.25,285000,51,25-34
Hispanic or Latino,Race Not Available,Female,1,295000,3.375,305000,67,25-34
Not Hispanic or Latino,Joint,Joint,1,365000,3.5,515000,70,25-34
Not Hispanic or Latino,White,Female,1,485000,3.375,655000,81,55-64
Not Hispanic or Latino,Black or African American,Male,1,585000,4,595000,242,35-44
Ethnicity Not Available,Race Not Available,Joint,1,565000,4.5,655000,201,35-44
Not Hispanic or Latino,White,Joint,1,325000,3.5,775000,129,25-34
Hispanic or Latino,Race Not Available,Female,1,345000,3.875,365000,90,25-34
Not Hispanic or Latino,Asian,Male,1,415000,3.5,555000,137,65-74
Not Hispanic or Latino,Asian,Male,1,295000,3.875,295000,69,45-54
Not Hispanic or Latino,White,Male,1,365000,3.625,375000,70,25-34
Not Hispanic or Latino,White,Joint,1,485000,3.5,505000,124,35-44
Hispanic or Latino,White,Joint,1,295000,4.125,305000,77,25-34
Not Hispanic or Latino,White,Male,1,475000,3.25,465000,114,35-44
Joint,Joint,Joint,1,405000,3.875,415000,0,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,1,475000,3.5,725000,99,55-64
Hispanic or Latino,White,Joint,1,375000,3.99,395000,110,35-44
Joint,White,Joint,1,445000,3.875,555000,73,65-74
Hispanic or Latino,White,Female,1,335000,3.625,435000,72,55-64
Not Hispanic or Latino,Asian,Male,1,905000,3.375,1145000,195,35-44
Hispanic or Latino,Race Not Available,Female,1,255000,3.75,265000,55,<25
Not Hispanic or Latino,White,Female,1,295000,3.875,565000,63,>74
Not Hispanic or Latino,Asian,Female,1,275000,3.625,625000,113,45-54
Hispanic or Latino,White,Male,1,275000,3.75,345000,83,25-34
Not Hispanic or Latino,Black or African American,Female,1,415000,4.125,425000,132,45-54
Not Hispanic or Latino,Asian,Female,1,465000,3.99,495000,115,45-54
Not Hispanic or Latino,Black or African American,Joint,1,485000,3.75,635000,132,65-74
Not Hispanic or Latino,White,Joint,1,725000,3.99,805000,188,35-44
Hispanic or Latino,Race Not Available,Joint,1,425000,3.875,535000,94,45-54
Not Hispanic or Latino,White,Female,1,375000,3.625,395000,93,45-54
Not Hispanic or Latino,Asian,Joint,1,455000,3.5,655000,176,25-34
Not Hispanic or Latino,Asian,Male,3,475000,4.458762699,535000,46,35-44
Hispanic or Latino,Race Not Available,Female,1,345000,3.875,445000,67,65-74
Joint,Asian,Female,1,325000,3.875,345000,88,35-44
Hispanic or Latino,Race Not Available,Joint,1,365000,3.25,525000,124,35-44
Joint,Race Not Available,Joint,1,435000,3.5,455000,83,35-44
Not Hispanic or Latino,Black or African American,Joint,1,455000,3.625,485000,129,35-44
Not Hispanic or Latino,White,Male,1,395000,3.875,415000,87,<25
Not Hispanic or Latino,White,Joint,1,425000,3.375,415000,99,25-34
Not Hispanic or Latino,Asian,Male,1,365000,3.375,485000,186,35-44
Ethnicity Not Available,Race Not Available,Joint,1,365000,3.75,385000,119,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,395000,3.125,415000,224,25-34
Not Hispanic or Latino,White,Joint,1,435000,4.375,505000,167,35-44
Not Hispanic or Latino,Black or African American,Joint,1,435000,2.99,425000,147,55-64
Ethnicity Not Available,Asian,Male,1,545000,3.75,605000,110,25-34
Not Hispanic or Latino,Black or African American,Male,1,475000,3.875,535000,95,35-44
Joint,White,Joint,1,405000,3.125,515000,153,25-34
Ethnicity Not Available,Asian,Joint,1,435000,3.75,445000,140,45-54
Not Hispanic or Latino,Black or African American,Joint,1,515000,4.125,525000,128,25-34
Not Hispanic or Latino,Joint,Joint,1,475000,3.5,575000,169,35-44
Hispanic or Latino,Race Not Available,Joint,1,385000,3.5,435000,106,25-34
Hispanic or Latino,White,Female,1,425000,3.5,415000,96,35-44
Not Hispanic or Latino,Asian,Male,1,725000,3.25,965000,195,55-64
Not Hispanic or Latino,Joint,Joint,1,475000,3.5,485000,237,45-54
Not Hispanic or Latino,Asian,Joint,3,695000,4.458762699,865000,120,45-54
Not Hispanic or Latino,Asian,Joint,3,715000,4.458762699,845000,119,25-34
Not Hispanic or Latino,White,Male,1,265000,3.75,285000,143,55-64
Ethnicity Not Available,Race Not Available,Joint,1,445000,3.75,685000,200,55-64
Ethnicity Not Available,Race Not Available,Female,1,535000,3.99,675000,146,35-44
Not Hispanic or Latino,Asian,Male,3,645000,4.458762699,815000,133,25-34
Not Hispanic or Latino,Asian,Joint,1,615000,4.125,765000,200,35-44
Not Hispanic or Latino,White,Female,1,455000,3.75,655000,113,35-44
Not Hispanic or Latino,Asian,Female,3,835000,4.458762699,855000,83,35-44
Not Hispanic or Latino,Asian,Joint,1,815000,3.625,1015000,223,25-34
Not Hispanic or Latino,Asian,Joint,1,565000,3.75,705000,173,25-34
Not Hispanic or Latino,Asian,Male,1,275000,4.99,285000,122,25-34
Hispanic or Latino,White,Joint,1,405000,3.875,425000,90,25-34
Not Hispanic or Latino,White,Joint,1,415000,3.5,515000,219,55-64
Not Hispanic or Latino,Asian,Male,1,625000,3.875,655000,140,25-34
Joint,Joint,Joint,1,515000,4.25,535000,165,35-44
Not Hispanic or Latino,Asian,Female,1,265000,3.99,285000,160,25-34
Not Hispanic or Latino,Asian,Sex Not Available,1,635000,3.375,845000,210,25-34
Not Hispanic or Latino,Black or African American,Male,3,485000,4.458762699,585000,134,65-74
Not Hispanic or Latino,White,Joint,1,575000,3.5,625000,117.8525735,45-54
Ethnicity Not Available,White,Joint,1,305000,3.875,315000,159,35-44
Not Hispanic or Latino,White,Female,1,155000,3.99,535000,55,65-74
Not Hispanic or Latino,White,Joint,1,415000,3.75,675000,180,45-54
Ethnicity Not Available,White,Joint,1,555000,3.99,685000,166,65-74
Ethnicity Not Available,Asian,Female,1,285000,3.99,395000,71,65-74
Not Hispanic or Latino,Asian,Male,1,465000,3.625,595000,80,25-34
Hispanic or Latino,White,Male,1,335000,4.625,575000,92,25-34
Not Hispanic or Latino,Black or African American,Female,1,425000,4,435000,159,45-54
Not Hispanic or Latino,White,Joint,1,485000,3.75,705000,151,35-44
Ethnicity Not Available,Race Not Available,Female,3,315000,4.458762699,305000,63,25-34
Not Hispanic or Latino,White,Joint,1,535000,3.99,595000,169,35-44
Not Hispanic or Latino,Asian,Joint,1,495000,3.75,665000,157,25-34
Not Hispanic or Latino,White,Joint,1,245000,3.75,305000,78,>74
Not Hispanic or Latino,White,Joint,1,455000,3.375,575000,198,65-74
Ethnicity Not Available,Race Not Available,Male,1,465000,3.75,525000,108,45-54
Hispanic or Latino,White,Joint,1,415000,3.5,415000,202,45-54
Not Hispanic or Latino,White,Female,3,365000,4.458762699,455000,130,65-74
Joint,Race Not Available,Joint,1,375000,3.625,555000,180,45-54
Not Hispanic or Latino,Joint,Joint,1,415000,3.25,475000,78,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,555000,4,555000,117.8525735,65-74
Hispanic or Latino,White,Female,1,425000,3.5,435000,97,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,425000,3.75,825000,167,25-34
Not Hispanic or Latino,Race Not Available,Joint,1,455000,3.5,565000,121,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,515000,3.625,545000,116,35-44
Not Hispanic or Latino,White,Joint,1,375000,2.99,385000,108,35-44
Hispanic or Latino,Race Not Available,Female,1,425000,3.875,475000,121,35-44
Joint,American Indian or Alaska Native,Female,1,415000,3.25,485000,121,25-34
Not Hispanic or Latino,Race Not Available,Male,1,425000,3.25,425000,105,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,315000,3.625,325000,78,45-54
Hispanic or Latino,White,Joint,1,545000,3.625,715000,148,35-44
Not Hispanic or Latino,White,Joint,3,605000,4.458762699,695000,238,35-44
Joint,White,Joint,1,385000,3.625,555000,115,35-44
Joint,White,Male,1,405000,3.75,445000,182,25-34
Not Hispanic or Latino,Asian,Female,1,415000,3.375,415000,92,45-54
Not Hispanic or Latino,White,Female,1,445000,3.99,565000,112,35-44
Hispanic or Latino,Race Not Available,Male,1,375000,3.75,375000,101,45-54
Ethnicity Not Available,Race Not Available,Male,1,675000,3.5,845000,170,25-34
Hispanic or Latino,White,Female,1,435000,3.25,545000,103,35-44
Hispanic or Latino,Race Not Available,Joint,1,425000,2.875,465000,138,35-44
Hispanic or Latino,American Indian or Alaska Native,Male,1,435000,3.875,545000,129,45-54
Hispanic or Latino,White,Male,1,625000,3.625,785000,239,45-54
Hispanic or Latino,White,Joint,1,495000,3.75,795000,184,35-44
Not Hispanic or Latino,White,Female,1,425000,3.5,495000,118,25-34
Not Hispanic or Latino,Asian,Joint,3,625000,4.458762699,645000,111,25-34
Ethnicity Not Available,Race Not Available,Female,1,355000,3.99,375000,257,35-44
Joint,Race Not Available,Joint,1,305000,4.5,315000,98,35-44
Not Hispanic or Latino,Black or African American,Joint,1,275000,3.75,365000,83,55-64
Hispanic or Latino,Race Not Available,Joint,1,265000,3.625,275000,44,<25
Ethnicity Not Available,Race Not Available,Female,1,425000,3.5,535000,91,25-34
Not Hispanic or Latino,Asian,Female,1,485000,4.25,635000,132,45-54
Not Hispanic or Latino,Asian,Male,1,675000,3.25,725000,146,35-44
Not Hispanic or Latino,Asian,Joint,3,425000,4.458762699,425000,154,25-34
Not Hispanic or Latino,White,Joint,1,385000,3.5,485000,114,45-54
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,3,505000,4.458762699,485000,110,35-44
Not Hispanic or Latino,Black or African American,Male,1,475000,3.375,465000,223,45-54
Not Hispanic or Latino,Asian,Female,1,405000,3.5,455000,111,45-54
Ethnicity Not Available,Race Not Available,Joint,1,685000,3.875,765000,117,55-64
Not Hispanic or Latino,White,Joint,1,195000,4.218,385000,44,65-74
Not Hispanic or Latino,White,Male,1,425000,3.625,445000,104,25-34
Not Hispanic or Latino,White,Joint,1,455000,3.5,505000,102,35-44
Ethnicity Not Available,Race Not Available,Female,1,195000,3.25,305000,92,35-44
Not Hispanic or Latino,Asian,Joint,1,335000,3.5,475000,120,25-34
Not Hispanic or Latino,Asian,Joint,1,485000,3.75,525000,150,35-44
